num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,latitud,longitud,geometry,hora_minutos,cluster,street_name
2024S021134,01/07/2024,1900-01-01 18:55:00,"CALL. MARCELO USERA, 153",153,12,USERA,Alcance,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,439402.0,4470752.0,N,,40.385157634036084,-3.7139378610936755,POINT (-3.7139378610936755 40.385157634036084),1135,-1,calle de san magín
2024S021134,01/07/2024,1900-01-01 18:55:00,"CALL. MARCELO USERA, 153",153,12,USERA,Alcance,Despejado,Turismo,Pasajero,De 35 a 39 años,Mujer,14.0,Sin asistencia sanitaria,439402.0,4470752.0,N,,40.385157634036084,-3.7139378610936755,POINT (-3.7139378610936755 40.385157634036084),1135,-1,calle de san magín
2024S021135,01/07/2024,1900-01-01 19:30:00,"CALL. JARDIN DE LA DUQUESA, 32",32,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 21 a 24 años,Mujer,,,448854.0,4473008.0,N,,40.40611510120551,-3.6027663187076335,POINT (-3.6027663187076335 40.40611510120551),1170,215,forges-jardín de la duquesa
2024S021135,01/07/2024,1900-01-01 19:30:00,"CALL. JARDIN DE LA DUQUESA, 32",32,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Mujer,,,448854.0,4473008.0,N,,40.40611510120551,-3.6027663187076335,POINT (-3.6027663187076335 40.40611510120551),1170,215,forges-jardín de la duquesa
2024S021135,01/07/2024,1900-01-01 19:30:00,"CALL. JARDIN DE LA DUQUESA, 32",32,19,VICÁLVARO,Alcance,Despejado,Turismo,Pasajero,De 21 a 24 años,Hombre,,,448854.0,4473008.0,N,,40.40611510120551,-3.6027663187076335,POINT (-3.6027663187076335 40.40611510120551),1170,215,forges-jardín de la duquesa
2024S021135,01/07/2024,1900-01-01 19:30:00,"CALL. JARDIN DE LA DUQUESA, 32",32,19,VICÁLVARO,Alcance,Despejado,Turismo,Pasajero,De 40 a 44 años,Hombre,,,448854.0,4473008.0,N,,40.40611510120551,-3.6027663187076335,POINT (-3.6027663187076335 40.40611510120551),1170,215,forges-jardín de la duquesa
2024S021136,01/07/2024,1900-01-01 18:16:00,CALL. EMBAJADORES / GTA. SANTA MARIA DE LA CABEZA,85,2,ARGANZUELA,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14.0,Sin asistencia sanitaria,440628.0,4472559.0,N,,40.40152429169379,-3.699663189044481,POINT (-3.699663189044481 40.40152429169379),1096,-1,embajadores-santa maría de la cabeza
2024S021136,01/07/2024,1900-01-01 18:16:00,CALL. EMBAJADORES / GTA. SANTA MARIA DE LA CABEZA,85,2,ARGANZUELA,Alcance,Despejado,VMU eléctrico,Conductor,De 10 a 14 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440628.0,4472559.0,N,,40.40152429169379,-3.699663189044481,POINT (-3.699663189044481 40.40152429169379),1096,-1,embajadores-santa maría de la cabeza
2024S021137,01/07/2024,1900-01-01 19:10:00,CALL. CLARA DEL REY / CALL. CORAZON DE MARIA,5,5,CHAMARTÍN,Caída,Despejado,Motocicleta hasta 125cc,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442886.0,4476848.0,N,,40.44031978564222,-3.67344098745953,POINT (-3.67344098745953 40.44031978564222),1150,1089,calle de mataelpino
2024S021137,01/07/2024,1900-01-01 19:10:00,CALL. CLARA DEL REY / CALL. CORAZON DE MARIA,5,5,CHAMARTÍN,Caída,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14.0,Sin asistencia sanitaria,442886.0,4476848.0,N,,40.44031978564222,-3.67344098745953,POINT (-3.67344098745953 40.44031978564222),1150,1089,calle de mataelpino
2024S021138,01/07/2024,1900-01-01 18:23:00,AVDA. VICTORIA / CALL. BURGOHONDO,65,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Furgoneta,Conductor,De 45 a 49 años,Hombre,14.0,Sin asistencia sanitaria,429400.0,4480645.0,N,,40.47348805874076,-3.8328645955835707,POINT (-3.8328645955835707 40.47348805874076),1103,5,avenida de la victoria - federico agustí
2024S021138,01/07/2024,1900-01-01 18:23:00,AVDA. VICTORIA / CALL. BURGOHONDO,65,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,VMU eléctrico,Conductor,De 10 a 14 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,429400.0,4480645.0,N,,40.47348805874076,-3.8328645955835707,POINT (-3.8328645955835707 40.47348805874076),1103,5,avenida de la victoria - federico agustí
2024S021138,01/07/2024,1900-01-01 18:23:00,AVDA. VICTORIA / CALL. BURGOHONDO,65,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,VMU eléctrico,Pasajero,De 10 a 14 años,Hombre,14.0,Sin asistencia sanitaria,429400.0,4480645.0,N,,40.47348805874076,-3.8328645955835707,POINT (-3.8328645955835707 40.47348805874076),1103,5,avenida de la victoria - federico agustí
2024S021139,01/07/2024,1900-01-01 20:15:00,AVDA. PABLO NERUDA / CALL. ARROYO FONTARRON,142,13,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Conductor,De 30 a 34 años,Mujer,14.0,Sin asistencia sanitaria,445711.0,4471824.0,N,,40.39524988069321,-3.6397041340715424,POINT (-3.6397041340715424 40.39524988069321),1215,674,avenida pablo neruda
2024S021139,01/07/2024,1900-01-01 20:15:00,AVDA. PABLO NERUDA / CALL. ARROYO FONTARRON,142,13,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14.0,Sin asistencia sanitaria,445711.0,4471824.0,N,,40.39524988069321,-3.6397041340715424,POINT (-3.6397041340715424 40.39524988069321),1215,674,avenida pablo neruda
2024S021141,01/07/2024,1900-01-01 19:40:00,PASEO. CASTELLANA / CALL. GENERAL ORAA,52,4,SALAMANCA,Alcance,Despejado,Cuadriciclo ligero,Conductor,De 15 a 17 años,Hombre,14.0,Sin asistencia sanitaria,441584.0,4476310.0,N,,40.43538278313596,-3.6887425922679715,POINT (-3.6887425922679715 40.43538278313596),1180,-1,general oráa-emilio castelar
2024S021141,01/07/2024,1900-01-01 19:40:00,PASEO. CASTELLANA / CALL. GENERAL ORAA,52,4,SALAMANCA,Alcance,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,441584.0,4476310.0,N,,40.43538278313596,-3.6887425922679715,POINT (-3.6887425922679715 40.43538278313596),1180,-1,general oráa-emilio castelar
2024S021142,01/07/2024,1900-01-01 18:46:00,AUTOVIA A-3 CON M-40 DIRECCIÓN SUR,+00500S,13,PUENTE DE VALLECAS,Solo salida de la vía,Despejado,Motocicleta > 125cc,Conductor,De 50 a 54 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,446240.0,4471544.0,N,,40.39276177739948,-3.6334474880478567,POINT (-3.6334474880478567 40.39276177739948),1126,466,autovía del este
2024S021144,01/07/2024,1900-01-01 20:37:00,"CALL. VILLABLANCA, 63",63,19,VICÁLVARO,Atropello a persona,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14.0,Sin asistencia sanitaria,448873.0,4473079.0,N,,40.40675588375159,-3.6025481153585805,POINT (-3.6025481153585805 40.40675588375159),1237,215,villablanca-jardín de la duquesa
2024S021144,01/07/2024,1900-01-01 20:37:00,"CALL. VILLABLANCA, 63",63,19,VICÁLVARO,Atropello a persona,Despejado,Turismo,Pasajero,De 25 a 29 años,Mujer,14.0,Sin asistencia sanitaria,448873.0,4473079.0,N,,40.40675588375159,-3.6025481153585805,POINT (-3.6025481153585805 40.40675588375159),1237,215,villablanca-jardín de la duquesa
2024S021144,01/07/2024,1900-01-01 20:37:00,"CALL. VILLABLANCA, 63",63,19,VICÁLVARO,Atropello a persona,Despejado,Turismo,Pasajero,Menor de 5 años,Hombre,14.0,Sin asistencia sanitaria,448873.0,4473079.0,N,,40.40675588375159,-3.6025481153585805,POINT (-3.6025481153585805 40.40675588375159),1237,215,villablanca-jardín de la duquesa
2024S021144,01/07/2024,1900-01-01 20:37:00,"CALL. VILLABLANCA, 63",63,19,VICÁLVARO,Atropello a persona,Despejado,Turismo,Peatón,De 55 a 59 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,448873.0,4473079.0,N,,40.40675588375159,-3.6025481153585805,POINT (-3.6025481153585805 40.40675588375159),1237,215,villablanca-jardín de la duquesa
2024S021145,01/07/2024,1900-01-01 20:50:00,AVDA. AVIACION / PASEO. EXTREMADURA,6,10,LATINA,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,433241.0,4470337.0,N,,40.38094827974299,-3.7864742736583197,POINT (-3.7864742736583197 40.38094827974299),1250,200,avenida de la aviación-medina del campo
2024S021145,01/07/2024,1900-01-01 20:50:00,AVDA. AVIACION / PASEO. EXTREMADURA,6,10,LATINA,Alcance,Despejado,Turismo,Conductor,De 55 a 59 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,433241.0,4470337.0,N,,40.38094827974299,-3.7864742736583197,POINT (-3.7864742736583197 40.38094827974299),1250,200,avenida de la aviación-medina del campo
2024S021146,01/07/2024,1900-01-01 20:23:00,"AVDA. CARABANCHEL ALTO, 61",61,11,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,,,436000.0,4468108.0,N,,40.361084936808716,-3.7537500201546306,POINT (-3.7537500201546306 40.361084936808716),1223,-1,av. carabanchel alto - av. la peseta
2024S021147,01/07/2024,1900-01-01 21:20:00,CALL. ALCALA / IDB. PUENTE DE VENTAS,219,4,SALAMANCA,Caída,Despejado,Motocicleta hasta 125cc,Conductor,De 50 a 54 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,443811.0,4475838.0,N,,40.431284201040896,-3.6624455466360706,POINT (-3.6624455466360706 40.431284201040896),1280,-1,ventas
2024S021148,01/07/2024,1900-01-01 20:30:00,AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES,67,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Autocaravana,Conductor,De 30 a 34 años,Hombre,,,448122.0,4476190.0,N,,40.43473527723758,-3.6116521963386194,POINT (-3.6116521963386194 40.43473527723758),1230,362,arcentales-avenida de canillejas
2024S021148,01/07/2024,1900-01-01 20:30:00,AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES,67,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Todo terreno,Conductor,De 50 a 54 años,Hombre,,,448122.0,4476190.0,N,,40.43473527723758,-3.6116521963386194,POINT (-3.6116521963386194 40.43473527723758),1230,362,arcentales-avenida de canillejas
2024S021150,01/07/2024,1900-01-01 22:00:00,CALL. MESENA / CALL. MANUEL URIBE,33,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,Conductor,De 60 a 64 años,Hombre,3.0,Ingreso superior a 24 horas,443816.0,4479544.0,N,,40.46467003890738,-3.662714457799181,POINT (-3.662714457799181 40.46467003890738),1320,639,calle manuel uribe
2024S021150,01/07/2024,1900-01-01 22:00:00,CALL. MESENA / CALL. MANUEL URIBE,33,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14.0,Sin asistencia sanitaria,443816.0,4479544.0,N,1.0,40.46467003890738,-3.662714457799181,POINT (-3.662714457799181 40.46467003890738),1320,639,calle manuel uribe
2024S021152,01/07/2024,1900-01-01 22:11:00,AVDA. MONTE IGUELDO / CALL. MARTINEZ DE LA RIVA,20,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 21 a 24 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,443268.0,4471932.0,N,,40.39605997754678,-3.668498565665431,POINT (-3.668498565665431 40.39605997754678),1331,1194,avenida del monte igueldo
2024S021152,01/07/2024,1900-01-01 22:11:00,AVDA. MONTE IGUELDO / CALL. MARTINEZ DE LA RIVA,20,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14.0,Sin asistencia sanitaria,443268.0,4471932.0,N,,40.39605997754678,-3.668498565665431,POINT (-3.668498565665431 40.39605997754678),1331,1194,avenida del monte igueldo
2024S021154,01/07/2024,1900-01-01 23:00:00,CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA,10,4,SALAMANCA,Colisión lateral,Despejado,Motocicleta > 125cc,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,442407.0,4476528.0,N,,40.43740403274581,-3.6790595781992206,POINT (-3.6790595781992206 40.43740403274581),1380,1103,maría de molina
2024S021154,01/07/2024,1900-01-01 23:00:00,CALL. MARIA DE MOLINA / CALL. PRINCIPE DE VERGARA,10,4,SALAMANCA,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Hombre,3.0,Ingreso superior a 24 horas,442407.0,4476528.0,N,,40.43740403274581,-3.6790595781992206,POINT (-3.6790595781992206 40.43740403274581),1380,1103,maría de molina
2024S021156,01/07/2024,1900-01-01 23:30:00,CALL. SIERRA TOLEDANA / CALL. DOCTOR LOZANO,33,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,443988.0,4472663.0,N,,40.40269398483969,-3.6600793343688176,POINT (-3.6600793343688176 40.40269398483969),1410,872,baltasar santos-sierra toledana
2024S021156,01/07/2024,1900-01-01 23:30:00,CALL. SIERRA TOLEDANA / CALL. DOCTOR LOZANO,33,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,443988.0,4472663.0,N,,40.40269398483969,-3.6600793343688176,POINT (-3.6600793343688176 40.40269398483969),1410,872,baltasar santos-sierra toledana
2024S021157,02/07/2024,1900-01-01 00:10:00,CALL. MARTINEZ DE LA RIVA / CALL. MONTE PERDIDO,10,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 25 a 29 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,443472.0,4471601.0,N,,40.39309201010896,-3.666065513756764,POINT (-3.666065513756764 40.39309201010896),10,885,calle de juana elorza
2024S021157,02/07/2024,1900-01-01 00:10:00,CALL. MARTINEZ DE LA RIVA / CALL. MONTE PERDIDO,10,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 60 a 64 años,Mujer,14.0,Sin asistencia sanitaria,443472.0,4471601.0,S,,40.39309201010896,-3.666065513756764,POINT (-3.666065513756764 40.39309201010896),10,885,calle de juana elorza
2024S021157,02/07/2024,1900-01-01 00:10:00,CALL. MARTINEZ DE LA RIVA / CALL. MONTE PERDIDO,10,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 50 a 54 años,Mujer,14.0,Sin asistencia sanitaria,443472.0,4471601.0,N,,40.39309201010896,-3.666065513756764,POINT (-3.666065513756764 40.39309201010896),10,885,calle de juana elorza
2024S021158,02/07/2024,1900-01-01 01:20:00,"AUTOV. M-30, 30NC00",30NC00,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440731.0,4481705.0,N,,40.48392282141367,-3.699302793765091,POINT (-3.699302793765091 40.48392282141367),80,598,narcís monturiol
2024S021158,02/07/2024,1900-01-01 01:20:00,"AUTOV. M-30, 30NC00",30NC00,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440731.0,4481705.0,N,,40.48392282141367,-3.699302793765091,POINT (-3.699302793765091 40.48392282141367),80,598,narcís monturiol
