num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,latitud,longitud,geometry,hora_minutos,cluster,street_name
2024S004949,08/02/2024,1900-01-01 14:35:00,CALL. MARIA DE MOLINA / CALL. VELAZQUEZ,40,4,SALAMANCA,Colisión fronto-lateral,Nublado,Turismo,Conductor,De 50 a 54 años,Hombre,,,442093.0,4476549.0,N,,40.43757140572983,-3.682763511030248,POINT (-3.682763511030248 40.43757140572983),875,1109,velázquez-maría de molina
2024S004950,08/02/2024,1900-01-01 15:30:00,"AVDA. ALBUFERA, 232",232,13,PUENTE DE VALLECAS,Colisión lateral,Nublado,Autobús,Conductor,De 35 a 39 años,Hombre,,,446259.0,4470582.0,N,,40.38409668686675,-3.6331424648188597,POINT (-3.6331424648188597 40.38409668686675),930,-1,polideportivo palomeras
2024S004950,08/02/2024,1900-01-01 15:30:00,"AVDA. ALBUFERA, 232",232,13,PUENTE DE VALLECAS,Colisión lateral,Nublado,Turismo,Conductor,Desconocido,Desconocido,,,446259.0,4470582.0,N,,40.38409668686675,-3.6331424648188597,POINT (-3.6331424648188597 40.38409668686675),930,-1,polideportivo palomeras
2024S004950,08/02/2024,1900-01-01 15:30:00,"AVDA. ALBUFERA, 232",232,13,PUENTE DE VALLECAS,Colisión lateral,Nublado,Turismo,Pasajero,De 55 a 59 años,Mujer,,,446259.0,4470582.0,N,,40.38409668686675,-3.6331424648188597,POINT (-3.6331424648188597 40.38409668686675),930,-1,polideportivo palomeras
2024S004951,08/02/2024,1900-01-01 18:20:00,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA,54,7,CHAMBERÍ,Colisión lateral,Nublado,Autobús,Conductor,De 45 a 49 años,Hombre,,,441029.0,4477553.0,N,,40.446541118244575,-3.6954011350265894,POINT (-3.6954011350265894 40.446541118244575),1100,975,nuevos ministerios
2024S004951,08/02/2024,1900-01-01 18:20:00,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA,54,7,CHAMBERÍ,Colisión lateral,Nublado,Turismo,Conductor,De 55 a 59 años,Hombre,,,441029.0,4477553.0,N,,40.446541118244575,-3.6954011350265894,POINT (-3.6954011350265894 40.446541118244575),1100,975,nuevos ministerios
2024S004952,08/02/2024,1900-01-01 17:25:00,"CALL. MENDEZ ALVARO, 83",83,2,ARGANZUELA,Alcance,Lluvia débil,Motocicleta > 125cc,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442461.0,4471674.0,N,,40.39368040687893,-3.677983868723349,POINT (-3.677983868723349 40.39368040687893),1045,1278,méndez álvaro-estación sur
2024S004952,08/02/2024,1900-01-01 17:25:00,"CALL. MENDEZ ALVARO, 83",83,2,ARGANZUELA,Alcance,Lluvia débil,Turismo,Conductor,De 45 a 49 años,Mujer,14.0,Sin asistencia sanitaria,442461.0,4471674.0,N,,40.39368040687893,-3.677983868723349,POINT (-3.677983868723349 40.39368040687893),1045,1278,méndez álvaro-estación sur
2024S004953,08/02/2024,1900-01-01 17:49:00,AVDA. CANILLEJAS A VICALVARO / CALL. JULIAN CAMARILLO,28,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Lluvia débil,Motocicleta > 125cc,Conductor,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,447874.0,4476719.0,N,,40.43948532082506,-3.614619402659989,POINT (-3.614619402659989 40.43948532082506),1069,346,canal del bósforo-avenida de canillejas
2024S004953,08/02/2024,1900-01-01 17:49:00,AVDA. CANILLEJAS A VICALVARO / CALL. JULIAN CAMARILLO,28,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,447874.0,4476719.0,N,,40.43948532082506,-3.614619402659989,POINT (-3.614619402659989 40.43948532082506),1069,346,canal del bósforo-avenida de canillejas
2024S004955,08/02/2024,1900-01-01 19:00:00,CALL. ALCALA / CALL. HERMANOS GOMEZ,294,15,CIUDAD LINEAL,Colisión fronto-lateral,Lluvia débil,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Hombre,3.0,Ingreso superior a 24 horas,444840.0,4475995.0,N,,40.43276741694391,-3.6503284268316065,POINT (-3.6503284268316065 40.43276741694391),1140,1183,calle de san máximo juan
2024S004955,08/02/2024,1900-01-01 19:00:00,CALL. ALCALA / CALL. HERMANOS GOMEZ,294,15,CIUDAD LINEAL,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,De 21 a 24 años,Mujer,14.0,Sin asistencia sanitaria,444840.0,4475995.0,N,,40.43276741694391,-3.6503284268316065,POINT (-3.6503284268316065 40.43276741694391),1140,1183,calle de san máximo juan
2024S004956,08/02/2024,1900-01-01 19:20:00,"AVDA. DAROCA, 91",91,15,CIUDAD LINEAL,Colisión fronto-lateral,Lluvia débil,Motocicleta > 125cc,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,445100.0,4475188.0,N,,40.42551471362823,-3.6471935555214703,POINT (-3.6471935555214703 40.42551471362823),1160,788,calle de santa genoveva
