num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,latitud,longitud,geometry,hora_minutos,cluster,street_name
2023S040280,04/01/2024,1900-01-01 14:09:00,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,3,16,HORTALEZA,Colisión fronto-lateral,Lluvia débil,Motocicleta > 125cc,Conductor,De 55 a 59 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,444913.0,4481427.0,N,,40.48170647294613,-3.649939204312384,POINT (-3.649939204312384 40.48170647294613),849,57,carretera a la estación de hortaleza
2023S040280,04/01/2024,1900-01-01 14:09:00,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,3,16,HORTALEZA,Colisión fronto-lateral,Lluvia débil,Turismo,Conductor,De 55 a 59 años,Mujer,14.0,Sin asistencia sanitaria,444913.0,4481427.0,N,,40.48170647294613,-3.649939204312384,POINT (-3.649939204312384 40.48170647294613),849,57,carretera a la estación de hortaleza
2023S040309,15/02/2024,1900-01-01 14:05:00,CALL. TESORO / CALL. MINAS,18,1,CENTRO,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440123.0,4475170.0,N,,40.42500925285452,-3.705859622020892,POINT (-3.705859622020892 40.42500925285452),845,-1,calle de minas
2023S040309,15/02/2024,1900-01-01 14:05:00,CALL. TESORO / CALL. MINAS,18,1,CENTRO,Colisión fronto-lateral,Lluvia débil,Motocicleta hasta 125cc,Conductor,De 35 a 39 años,Hombre,14.0,Sin asistencia sanitaria,440123.0,4475170.0,N,,40.42500925285452,-3.705859622020892,POINT (-3.705859622020892 40.42500925285452),845,-1,calle de minas
2023S040310,18/02/2024,1900-01-01 10:40:00,GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO,3,7,CHAMBERÍ,Colisión lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,,,440137.0,4475721.0,N,,40.4299739165587,-3.705746478211553,POINT (-3.705746478211553 40.4299739165587),640,-1,carranza
2023S040310,18/02/2024,1900-01-01 10:40:00,GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO,3,7,CHAMBERÍ,Colisión lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,,,440137.0,4475721.0,N,,40.4299739165587,-3.705746478211553,POINT (-3.705746478211553 40.4299739165587),640,-1,carranza
2023S040312,25/02/2024,1900-01-01 17:20:00,"CALL. PINOS ALTA, 93",93,6,TETUÁN,Colisión lateral,Despejado,Camión rígido,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,440709.0,4480102.0,N,,40.46948080840106,-3.699412480357652,POINT (-3.699412480357652 40.46948080840106),1040,-1,calle de rosario romero
2023S040312,25/02/2024,1900-01-01 17:20:00,"CALL. PINOS ALTA, 93",93,6,TETUÁN,Colisión lateral,Despejado,Maquinaria de obras,Conductor,De 50 a 54 años,Hombre,14.0,Sin asistencia sanitaria,440709.0,4480102.0,N,,40.46948080840106,-3.699412480357652,POINT (-3.699412480357652 40.46948080840106),1040,-1,calle de rosario romero
2023S040316,07/03/2024,1900-01-01 14:25:00,CTRA. BARRIO DE LA FORTUNA / CALL. PINAR DE SAN JOSE,14,10,LATINA,Alcance,Lluvia débil,Furgoneta,Conductor,De 60 a 64 años,Hombre,,,433983.0,4468473.0,N,,40.36421575748803,-3.7775406608504567,POINT (-3.7775406608504567 40.36421575748803),865,28,calle del pinar de san josé
2023S040316,07/03/2024,1900-01-01 14:25:00,CTRA. BARRIO DE LA FORTUNA / CALL. PINAR DE SAN JOSE,14,10,LATINA,Alcance,Lluvia débil,Turismo,Conductor,De 25 a 29 años,Hombre,,,433983.0,4468473.0,N,,40.36421575748803,-3.7775406608504567,POINT (-3.7775406608504567 40.36421575748803),865,28,calle del pinar de san josé
2023S040319,27/03/2024,1900-01-01 08:10:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,,Turismo,Conductor,De 21 a 24 años,Hombre,,,437064.0,4478229.0,N,,40.45234005291916,-3.7422208203519767,POINT (-3.7422208203519767 40.45234005291916),490,153,autovía del noroeste
2024S000001,01/01/2024,1900-01-01 01:20:00,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,443927.0,4473998.0,N,,40.41471631232449,-3.660915787195241,POINT (-3.660915787195241 40.41471631232449),80,1289,calzada lateral m-30
2024S000001,01/01/2024,1900-01-01 01:20:00,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14.0,Sin asistencia sanitaria,443927.0,4473998.0,N,,40.41471631232449,-3.660915787195241,POINT (-3.660915787195241 40.41471631232449),80,1289,calzada lateral m-30
